,loss,accuracy
0,0.6999977503504072,0.34285714285714286
1,0.6910187806401934,0.6571428571428571
2,0.6719079903193883,0.6571428571428571
3,0.6471973189285823,0.6571428571428571
4,0.6471900505678995,0.6571428571428571
5,0.6490442531449454,0.6571428571428571
6,0.6520753349576678,0.6571428571428571
7,0.6528044922011239,0.6571428571428571
8,0.6519595163209098,0.6571428571428571
9,0.6528108017785209,0.6571428571428571
10,0.653226021357945,0.6571428571428571
11,0.6535241961479187,0.6571428571428571
12,0.6543045614446913,0.6571428571428571
13,0.6551164933613368,0.6571428571428571
14,0.6552588309560503,0.6571428571428571
15,0.6552977297987257,0.6571428571428571
16,0.6554276543004173,0.6571428571428571
17,0.6555494947092874,0.6571428571428571
18,0.6554716799940382,0.6571428571428571
19,0.6555442588669913,0.6571428571428571
20,0.6557914572102683,0.6571428571428571
21,0.6558588360037122,0.6571428571428571
22,0.655958981173379,0.6571428571428571
23,0.655986225605011,0.6571428571428571
24,0.6560018624578203,0.6571428571428571
25,0.655942394052233,0.6571428571428571
26,0.6559784463473729,0.6571428571428571
27,0.6559009688241141,0.6571428571428571
28,0.656033877815519,0.6571428571428571
29,0.6560187186513629,0.6571428571428571
30,0.6560465787138258,0.6571428571428571
31,0.656059512921742,0.6571428571428571
32,0.6560422088418688,0.6571428571428571
33,0.6560275401387896,0.6571428571428571
34,0.6560691824981144,0.6571428571428571
35,0.6560897937842778,0.6571428571428571
36,0.6560879605157035,0.6571428571428571
37,0.6560808343546731,0.6571428571428571
38,0.6560877808502742,0.6571428571428571
39,0.6560870272772653,0.6571428571428571
