,loss,accuracy
0,0.6753852571759905,0.6571428571428571
1,0.6654652220862253,0.6571428571428571
2,0.6505626354898725,0.6571428571428571
3,0.6441457808017731,0.6571428571428571
4,0.6430344368730273,0.6571428571428571
5,0.6434862477438791,0.6571428571428571
6,0.644694367476872,0.6571428571428571
7,0.6461494054113116,0.6571428571428571
8,0.646434885263443,0.6571428571428571
9,0.6474389118807656,0.6571428571428571
10,0.6488314007009779,0.6571428571428571
11,0.6492555039269584,0.6571428571428571
12,0.6494594250406538,0.6571428571428571
13,0.6491877726146154,0.6571428571428571
14,0.6502508861677987,0.6571428571428571
15,0.6503197056906563,0.6571428571428571
16,0.6510888261454446,0.6571428571428571
17,0.6514970021588462,0.6571428571428571
18,0.651399667773928,0.6571428571428571
19,0.6508346804550715,0.6571428571428571
20,0.6507571961198534,0.6571428571428571
21,0.6517933445317404,0.6571428571428571
22,0.6524692586490086,0.6571428571428571
23,0.653130121741976,0.6571428571428571
24,0.6527632142816271,0.6571428571428571
25,0.6527836033276149,0.6571428571428571
26,0.6522080991949354,0.6571428571428571
27,0.6520941010543279,0.6571428571428571
28,0.6528340092727116,0.6571428571428571
29,0.6532753535679409,0.6571428571428571
30,0.6535022871834891,0.6571428571428571
31,0.6538109685693468,0.6571428571428571
32,0.6536700325352806,0.6571428571428571
33,0.6542602215494429,0.6571428571428571
34,0.6544036609785897,0.6571428571428571
35,0.6539260523659842,0.6571428571428571
36,0.6547646871634892,0.6571428571428571
37,0.6549099624156952,0.6571428571428571
38,0.6550083594662802,0.6571428571428571
39,0.6546650196824755,0.6571428571428571
