train_loss,train_precision,train_recall,train_f1,val_loss,val_precision,val_recall,val_f1,best_threshold
0.8328935691288539,0.2802761709274118,0.9634381013470174,0.4342295461115929,0.9298701692184121,0.38555392874572963,1.0,0.5565339908418457,0.4100000000000001
0.8224814008814948,0.28277153558052437,0.9685695958948044,0.4377446006667633,0.9027817070716087,0.38649706457925637,1.0,0.557515878616796,0.35000000000000003
0.8045917243191174,0.3131263749694451,0.8216805644644003,0.4534513274336283,1.024756265057664,0.4032042723631509,0.7645569620253164,0.527972027972028,0.31
0.7118666961363384,0.4603938730853392,0.6747915330339962,0.5473465140478668,1.818632686880312,0.3259127337488869,0.46329113924050636,0.3826450601150026,0.3
0.6282005479825394,0.6340673575129534,0.6279666452854393,0.6310022558814051,1.2941937479063694,0.2953904045155221,0.39746835443037976,0.3389098758769563,0.3
0.5478320657355444,0.6992582602832097,0.6651699807568955,0.6817882971729126,1.8337900956317144,0.34512325830653806,0.40759493670886077,0.3737666860127684,0.3
0.5059333894135697,0.7001216545012166,0.7382937780628608,0.7187012176084919,1.855664700907492,0.28662420382165604,0.22784810126582278,0.25387870239774324,0.3
0.46292810632714204,0.7421018697614442,0.7382937780628608,0.740192926045016,3.0383412908139396,0.3079416531604538,0.24050632911392406,0.2700781805259417,0.3
0.42461201583168334,0.755114693118413,0.7812700449005773,0.7679697351828499,3.204376011970906,0.3124087591240876,0.2708860759493671,0.2901694915254237,0.3
0.39067902569259916,0.7537834691501746,0.8306606799230276,0.7903570338724444,2.398021313582877,0.3260340632603406,0.3392405063291139,0.3325062034739454,0.3
0.35293384942026546,0.7972972972972973,0.8325849903784477,0.8145591465327895,4.094522558210657,0.30517241379310345,0.2240506329113924,0.2583941605839416,0.32
0.3336022501771471,0.8007268322228952,0.8479794740218088,0.8236760124610593,3.2301643290176467,0.33047210300429186,0.29240506329113924,0.31027535258562794,0.3
0.2841967381244259,0.8531289910600255,0.8569595894804362,0.8550399999999999,4.048529535995847,0.3515881708652793,0.40632911392405063,0.37698179682912514,0.32
0.2715459779510275,0.850250626566416,0.8704297626683771,0.8602218700475437,3.0642908845198296,0.3062937062937063,0.2772151898734177,0.29102990033222587,0.3
0.28881126589707234,0.8747501665556295,0.8422065426555484,0.8581699346405229,2.393584985097559,0.3475177304964539,0.2481012658227848,0.2895125553914328,0.3
0.2442188306551959,0.8716645489199492,0.8800513149454778,0.875837855090967,3.585015049124506,0.3414012738853503,0.3392405063291139,0.3403174603174603,0.31
0.21779200975051416,0.872715816005041,0.8883899935856319,0.8804831532104259,3.401495390857936,0.3138075313807531,0.2848101265822785,0.29860650298606506,0.3
0.22675234403378064,0.8439138031450204,0.9294419499679282,0.8846153846153847,3.0574593135818895,0.347678369195923,0.3886075949367089,0.36700537955768087,0.3
0.19845799522262367,0.8834469931804092,0.914047466324567,0.8984867591424968,3.2622253216426196,0.3875,0.3531645569620253,0.36953642384105956,0.31
0.2017272673351025,0.8553935860058309,0.940987812700449,0.8961514966401956,4.353474397255753,0.36981132075471695,0.3721518987341772,0.37097791798107255,0.32
0.18875405653978564,0.9178172255095332,0.895445798588839,0.9064935064935065,6.21149156245508,0.3436055469953775,0.28227848101265823,0.30993745656706045,0.3
0.18686611400646921,0.9056724028043339,0.9114817190506735,0.9085677749360614,3.4224189288537326,0.36878048780487804,0.47848101265822784,0.4165289256198347,0.3
0.17446017691988736,0.9093809827696235,0.914047466324567,0.9117082533589251,6.367697443537675,0.3394648829431438,0.2569620253164557,0.29250720461095103,0.3
0.15644213432603465,0.9302631578947368,0.9069916613213599,0.9184800259824618,3.53202348402502,0.3430290872617854,0.43291139240506327,0.38276440962506997,0.3
0.13516300362622133,0.9273885350318471,0.9339320076972418,0.9306487695749441,4.4670976607947965,0.39367088607594936,0.39367088607594936,0.39367088607594936,0.3
0.15968073817861977,0.9161940768746062,0.932649134060295,0.9243483788938335,4.282573266599893,0.34296028880866425,0.36075949367088606,0.351634793337446,0.3
0.14647039987959748,0.9158291457286433,0.9352148813341886,0.925420501428118,4.304365608449808,0.31237322515212984,0.1949367088607595,0.24006235385814495,0.3
0.1543551114680096,0.9186633039092056,0.9345734445157152,0.9265500794912559,4.458127774385162,0.35492957746478876,0.3189873417721519,0.336,0.3
0.1522378315432044,0.9265357821405953,0.9384220654265555,0.9324410452517528,3.786782790598702,0.3500439753737907,0.5037974683544304,0.41307732226258426,0.3
0.11448476930962508,0.9434810533076429,0.9422706863373957,0.9428754813863928,4.6394567872299755,0.32625,0.330379746835443,0.32830188679245287,0.3
